"","postal_code","mean_intervention_time","cardiac_frac","DOA_cardiac","DOA_all"
"55","1701",282.983908045977,0.326530612244898,0.0625,0.0204081632653061
"56","1702",202.364157706093,0.306010928961749,0.0178571428571429,0.00546448087431694
"57","1703",215.44,0.368421052631579,0,0
"58","1730",435.052777777778,0.295454545454545,0,0
"59","1731",354.35,0.283950617283951,0,0.00411522633744856
"60","1740",821.720512820513,0.181818181818182,0,0
"61","1741",2789,0.4,0,0
"62","1745",1534,0.333333333333333,0,0
"63","1750",657.376666666667,0.0714285714285714,0,0
"64","1770",395.711111111111,0.125,0,0
"65","1780",152.440809968847,0.295402298850575,0,0.00229885057471264
"66","1785",1107.15378787879,0.142857142857143,0,0
"67","1790",467.7375,0.125,0,0
"68","1800",481.706359649123,0.180851063829787,0,0
"69","1820",270.885185185185,0.0238095238095238,0,0
"70","1830",331.058333333333,0.137931034482759,0,0
"71","1831",402.110162601626,0.24,0,0
"72","1840",770.472222222222,0.024390243902439,0,0
"73","1850",220.328472222222,0.180412371134021,0,0
"74","1851",81.2888888888889,0.388888888888889,0,0
"75","1853",279.658231707317,0.195294117647059,0,0.00470588235294118
"76","1860",191.393518518519,0.188405797101449,0,0
"77","1861",199.194047619048,0.304347826086957,0,0
"78","1880",80.95,0.1,0,0
"79","1910",397.241666666667,0.1,0,0
"80","1930",769.010666666667,0.182926829268293,0,0
"81","1932",337.419527363184,0.275862068965517,0,0.00492610837438424
"82","1933",438.129365079365,0.193548387096774,0,0
"83","1950",400.026432291667,0.274932614555256,0.0196078431372549,0.00808625336927224
"84","1970",516.409090909091,0.267015706806283,0.0588235294117647,0.0261780104712042
"85","1981",110.516666666667,1,0,0
"86","1982",81.8666666666667,0.5,0,0
"87","2000",630.3,0.290909090909091,0.09375,0.0272727272727273
"88","2018",839.126732673267,0.344554455445545,0.0114942528735632,0.00792079207920792
"89","2020",827.640909090909,0.440909090909091,0.0309278350515464,0.0181818181818182
"90","2030",700.486486486486,0.364864864864865,0.0185185185185185,0.0135135135135135
"91","2040",773.884057971014,0.420289855072464,0.0689655172413793,0.0289855072463768
"92","2050",734.125,0.321428571428571,0.0555555555555556,0.0178571428571429
"93","2060",817.331569664903,0.382716049382716,0.0184331797235023,0.0105820105820106
"94","2100",798.007692307692,0.434615384615385,0,0
"95","2110",728.617886178862,0.373983739837398,0.0652173913043478,0.024390243902439
"96","2140",721.232323232323,0.398989898989899,0.0126582278481013,0.00505050505050505
"97","2170",839.606965174129,0.417910447761194,0.0714285714285714,0.0298507462686567
"98","2200",941.271929824561,0.403508771929825,0.0434782608695652,0.0263157894736842
"99","2220",766.021276595745,0.354609929078014,0,0
"100","2230",758.769230769231,0.480769230769231,0.08,0.0384615384615385
"101","2240",857.910891089109,0.386138613861386,0.0256410256410256,0.0198019801980198
"102","2260",759.95,0.316666666666667,0.105263157894737,0.0333333333333333
"103","2300",1057.14521452145,0.435643564356436,0.0303030303030303,0.0132013201320132
"104","2320",817.5625,0.3125,0.0666666666666667,0.03125
"105","2340",898.30985915493,0.47887323943662,0,0.0140845070422535
"106","2370",709.867924528302,0.509433962264151,0.037037037037037,0.0377358490566038
"107","2381",668.025641025641,0.461538461538462,0,0
"108","2390",762.834745762712,0.389830508474576,0.0326086956521739,0.0127118644067797
"109","2400",756.270491803279,0.377049180327869,0,0
"110","2440",828.679611650485,0.427184466019417,0,0
"111","2490",978.052631578947,0.421052631578947,0,0
"112","2500",1039.05194805195,0.435064935064935,0.0149253731343284,0.00649350649350649
"113","2550",1134.72619047619,0.25,0.0238095238095238,0.0178571428571429
"114","2590",740.830769230769,0.323076923076923,0,0
"115","2610",993.041666666667,0.541666666666667,0,0
"116","2650",947.6171875,0.4140625,0.0188679245283019,0.01171875
"117","2660",588.729559748428,0.358490566037736,0,0.00628930817610063
"118","2820",788.558823529412,0.352941176470588,0,0
"119","2830",723.310964912281,0.296296296296296,0,0
"120","2850",874.895953757225,0.38728323699422,0.0149253731343284,0.0115606936416185
"121","2860",847.332326283988,0.365558912386707,0.00826446280991736,0.00302114803625378
"122","2870",593.432835820896,0.391304347826087,0,0
"123","2880",561.052631578947,0.473684210526316,0,0
"124","2910",887.159090909091,0.272727272727273,0,0.0227272727272727
"125","2920",721,0.37037037037037,0,0
"126","2930",981.38,0.405,0.0493827160493827,0.02
"127","2950",717.83,0.3,0.0666666666666667,0.02
"128","2990",822.588235294118,0.235294117647059,0.125,0.0294117647058824
"129","3000",1087,0.125,0,0
"130","3001",1091.1875,0.166666666666667,0,0
"131","3061",103.35,1,0,0
"132","3070",910.198039215686,0.08,0,0.04
"133","3078",965.385714285714,0.111111111111111,0,0
"134","3080",1086.58903508772,0.2,0,0
"135","3090",1966.31130952381,0.134831460674157,0,0
"136","3150",1660.66666666667,0.333333333333333,0,0
"137","3200",1574.75,0.333333333333333,0,0
"138","3290",1157.75,1,0,0
"139","3300",2177.5,1,0,0
"140","3400",1444.5,1,0.0625,0.0625
"141","3500",1572.5,0.5,0,0
"142","3620",2086,1,0,0
"143","3700",1200.42142857143,1,0.0214285714285714,0.0214285714285714
"144","3740",2270,1,0,0
"145","3800",2354,1,0,0
"146","3840",1656,1,0,0
"147","3900",1537,1,0,0
"148","3920",948.333333333333,0.333333333333333,0,0
"149","3970",772.666666666667,0.166666666666667,0,0
"150","3980",865.705882352941,0.411764705882353,0,0
"151","4000",904.576902748414,1,0.0140063424947146,0.0140063424947146
"152","4020",747.13671875,1,0.0299479166666667,0.0299479166666667
"153","4030",816.787559808612,1,0.045933014354067,0.045933014354067
"154","4032",1019.81034482759,1,0,0
"155","4040",772.647933884298,1,0.0247933884297521,0.0247933884297521
"156","4100",1028.69756446991,1,0,0
"157","4102",852.332036316472,1,0.0363164721141375,0.0363164721141375
"158","4180",948.698492462312,1,0.0402010050251256,0.0402010050251256
"159","4280",1093.824,1,0.04,0.04
"160","4300",862.322349570201,1,0.0186246418338109,0.0186246418338109
"161","4340",827.960151802657,1,0.0284629981024668,0.0284629981024668
"162","4400",876.9258698941,1,0.037821482602118,0.037821482602118
"163","4430",800.56,1,0.0327272727272727,0.0327272727272727
"164","4460",678.666666666667,1,0,0
"165","4500",918.786885245902,1,0.0218579234972678,0.0218579234972678
"166","4540",831.654822335025,1,0.0532994923857868,0.0532994923857868
"167","4651",952.298319327731,1,0.0441176470588235,0.0441176470588235
"168","4671",970.364705882353,1,0.0504201680672269,0.0504201680672269
"169","4680",794.275132275132,1,0.0458553791887125,0.0458553791887125
"170","4700",889.33709273183,1,0.012531328320802,0.012531328320802
"171","4728",797.862222222222,1,0.0177777777777778,0.0177777777777778
"172","4760",838.343023255814,1,0.0290697674418605,0.0290697674418605
"173","4780",1026.92088607595,1,0.0221518987341772,0.0221518987341772
"174","4800",783.828277634961,1,0.0179948586118252,0.0179948586118252
"175","4840",1006.82195845697,1,0.029673590504451,0.029673590504451
"176","4860",775.543726235741,1,0.0304182509505703,0.0304182509505703
"177","4900",707.354545454545,1,0.0636363636363636,0.0636363636363636
"178","4920",1194.04929577465,1,0.0422535211267606,0.0422535211267606
"179","4960",905.169491525424,1,0.0338983050847458,0.0338983050847458
"180","4970",1207.73,1,0.05,0.05
"181","4990",1493.20161290323,1,0.00806451612903226,0.00806451612903226
"182","5000",1459.71551724138,1,0,0
"183","5002",902.067796610169,1,0.0169491525423729,0.0169491525423729
"184","5030",1010.83333333333,1,0.0833333333333333,0.0833333333333333
"185","5060",1309.58024691358,1,0.0148148148148148,0.0148148148148148
"186","5070",933.709677419355,1,0.032258064516129,0.032258064516129
"187","5100",1042.25490196078,1,0.0196078431372549,0.0196078431372549
"188","5300",1127.73717948718,1,0.0192307692307692,0.0192307692307692
"189","5310",1002.56451612903,1,0,0
"190","5500",1094.85714285714,1,0,0
"191","5501",1506.73333333333,1,0,0
"192","5530",1691.21428571429,1,0,0
"193","5550",1112,1,0,0
"194","5570",956.9,1,0,0
"195","5575",1104.71428571429,1,0.142857142857143,0.142857142857143
"196","5580",699.909090909091,1,0.0909090909090909,0.0909090909090909
"197","5590",1099.85,1,0,0
"198","5600",1155.78571428571,1,0.0238095238095238,0.0238095238095238
"199","5620",989.111111111111,1,0,0
"200","5630",1083.12244897959,1,0.0204081632653061,0.0204081632653061
"201","5640",996.195652173913,1,0.0217391304347826,0.0217391304347826
"202","5660",1171.37837837838,1,0.108108108108108,0.108108108108108
"203","6000",985.623376623377,1,0,0
"204","6001",848.579757975798,1,0.0346534653465347,0.0346534653465347
"205","6031",1069.44853635505,1,0.0396600566572238,0.0396600566572238
"206","6040",929.643400138217,1,0.0345542501727713,0.0345542501727713
"207","6041",1419.80243902439,1,0,0
"208","6042",1128.80087527352,1,0,0
"209","6060",972.461444308445,1,0.0159118727050184,0.0159118727050184
"210","6110",1187.95118898623,1,0.0212765957446809,0.0212765957446809
"211","6280",1229.608,1,0.036,0.036
"212","6460",1038.43887147335,1,0.0282131661442006,0.0282131661442006
"213","6500",891.734693877551,1,0.0291545189504373,0.0291545189504373
"214","6530",853.566037735849,1,0.0377358490566038,0.0377358490566038
"215","6531",790.124031007752,1,0.0310077519379845,0.0310077519379845
"216","6540",1108.36140350877,1,0,0
"217","6600",1940.76923076923,1,0.0769230769230769,0.0769230769230769
"218","6660",1718.85714285714,1,0,0
"219","6690",1312.5,1,0.102941176470588,0.102941176470588
"220","6700",1027.5,1,0,0
"221","6740",840.666666666667,1,0,0
"222","6760",1595.77777777778,1,0,0
"223","6762",1201,1,0,0
"224","6791",903.75,1,0,0
"225","6800",1087.44444444444,1,0,0
"226","6820",966.333333333333,1,0,0
"227","6832",1735.57142857143,1,0,0
"228","6840",898,1,0,0
"229","6850",2118,1,0,0
"230","6870",624,1,0,0
"231","6880",949.333333333333,1,0.333333333333333,0.333333333333333
"232","6900",1216.26315789474,1,0,0
"233","6980",1194.5,1,0,0
"234","6997",1247.06666666667,1,0,0
"235","7000",1101.45676998369,1,0,0
"236","7011",980.292016806723,1,0.0357142857142857,0.0357142857142857
"237","7033",1026.84615384615,1,0.0334903192046049,0.0334903192046049
"238","7060",1221.83908045977,1,0.014367816091954,0.014367816091954
"239","7090",793.244966442953,1,0.0268456375838926,0.0268456375838926
"240","7100",1192.66357421875,1,0.0224609375,0.0224609375
"241","7110",961.975143403442,1,0.0420650095602294,0.0420650095602294
"242","7131",108,1,0,0
"243","7300",1219.54054054054,1,0,0
"244","7301",1111.01598579041,1,0,0
"245","7321",983.41628959276,1,0.0377073906485671,0.0377073906485671
"246","7331",1002.99767981439,1,0.037122969837587,0.037122969837587
"247","7370",1150.33949191686,1,0.0369515011547344,0.0369515011547344
"248","7380",1187.10055865922,1,0.0391061452513966,0.0391061452513966
"249","7500",1421.85363321799,0.996539792387543,0,0
"250","7503",862.556629834254,1,0.0234806629834254,0.0234806629834254
"251","7700",810.838020247469,1,0.0179977502812148,0.0179977502812148
"252","7730",1156.38198198198,1,0.0144144144144144,0.0144144144144144
"253","7784",747.865671641791,1,0.0199004975124378,0.0199004975124378
"254","7800",1647.63372093023,1,0,0
"255","7804",971.600665557404,1,0.0332778702163062,0.0332778702163062
"256","7850",1197.95811518325,1,0.0157068062827225,0.0157068062827225
"257","7870",1316.38020833333,1,0.0364583333333333,0.0364583333333333
"258","7900",1074.61764705882,1,0.0411764705882353,0.0411764705882353
"259","8500",1287.14893617021,1,0,0
"260","8580",894.127272727273,1,0,0
"261","8630",11217,1,0,0
"262","8900",1470.66666666667,1,0,0
"263","8930",1420.89855072464,1,0,0
"264","8940",928.4,1,0.0666666666666667,0.0666666666666667
"265","8950",1189.94736842105,1,0.210526315789474,0.210526315789474
"266","9100",1365,0.666666666666667,0,0
"267","9120",1164.7619047619,0.272727272727273,0,0.0454545454545455
"268","9140",951,1,0,0
"269","9150",763.727272727273,0.545454545454545,0.166666666666667,0.0909090909090909
"270","9200",1250,0.5,0,0
"271","9500",3463.14634146341,1,0.024390243902439,0.024390243902439
"272","9600",1353.73295454545,1,0.0340909090909091,0.0340909090909091
"273","9700",1542.66666666667,1,0,0
